document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,selected_k,doc_topic_prior,topic_word_prior,random_state
13,extended_run_001,prt_0013_00,scn_0013,0.00508532170041,0.00510580080811,0.00506552193079,0.589595034846,0.00509070646976,0.390057614245,6,,,11
14,extended_run_001,prt_0014_00,scn_0014,0.00509072717107,0.576871935819,0.00513677972239,0.00509941825901,0.00509716984572,0.402703969183,6,,,11
15,extended_run_001,prt_0015_00,scn_0015,0.00509178616709,0.34793673042,0.00507741766756,0.00508759759055,0.00509273595222,0.631713732202,6,,,11
16,extended_run_001,prt_0016_00,scn_0016,0.00508763474614,0.00512631373242,0.270287759387,0.00510563167646,0.00508685199644,0.709305808461,6,,,11
17,extended_run_001,prt_0017_00,scn_0017,0.00509020325347,0.00511750998629,0.361259341011,0.00510109056626,0.00508386784313,0.61834798734,6,,,11
18,extended_run_001,prt_0018_00,scn_0018,0.00508386153627,0.17098562599,0.349939898653,0.00509318360638,0.00507998549336,0.463817444721,6,,,11
19,extended_run_001,prt_0019_00,scn_0019,0.0050824131423,0.00510677945371,0.00508130568853,0.7224275017,0.00508495572823,0.257217044287,6,,,11
20,extended_run_001,prt_0020_00,scn_0020,0.00508000586839,0.00509929248061,0.00510678667313,0.515285513775,0.00508652149702,0.464341879706,6,,,11
21,extended_run_001,prt_0021_00,scn_0021,0.00509164957852,0.36968652897,0.00517651649782,0.00511288273048,0.00513656157635,0.609795860647,6,,,11
22,extended_run_001,prt_0022_00,scn_0022,0.0050568222647,0.550435194843,0.429207542443,0.00510548793797,0.0050794403496,0.00511551216098,6,,,11
23,extended_run_001,prt_0023_00,scn_0023,0.00507188772311,0.728028948444,0.251636217095,0.0050856636047,0.00507848007507,0.00509880305787,6,,,11
24,extended_run_001,prt_0024_00,scn_0024,0.00509039684833,0.499775932106,0.479892134679,0.00509268216977,0.00506946537411,0.00507938882303,6,,,11
25,extended_run_001,prt_0025_00,scn_0025,0.00509695383826,0.415424703501,0.380531160575,0.00508854104863,0.00507103836925,0.188787602668,6,,,11
26,extended_run_001,prt_0026_00,scn_0026,0.0051139785894,0.00511902151556,0.00508165079501,0.974519843715,0.00506567588359,0.0050998295016,6,,,11
27,extended_run_001,prt_0027_00,scn_0027,0.00510204450794,0.00511183949534,0.00508261517571,0.974566940958,0.00506168557371,0.0050748742888,6,,,11
28,extended_run_001,prt_0028_00,scn_0028,0.00508131550574,0.974522022135,0.00513933190979,0.00509753163252,0.00506988913027,0.00508990968676,6,,,11
29,extended_run_001,prt_0029_00,scn_0029,0.00508197357267,0.890847924319,0.0888352973626,0.00508760774312,0.00507303547623,0.00507416152682,6,,,11
30,extended_run_001,prt_0030_00,scn_0030,0.00507893210234,0.974534862887,0.00512715543636,0.00509170616814,0.00506839042626,0.00509895297952,6,,,11
31,extended_run_001,prt_0031_00,scn_0031,0.00508395326078,0.767263894272,0.212409877131,0.00508594751943,0.00506848195701,0.00508784585976,6,,,11
32,extended_run_001,prt_0032_00,scn_0032,0.00509725505717,0.407846384845,0.222651995469,0.354260898069,0.00506747651372,0.00507599004618,6,,,11
33,extended_run_001,prt_0033_00,scn_0033,0.202809490506,0.0051176594883,0.00506445761413,0.776867592959,0.00506491378877,0.00507588564386,6,,,11
